Geneid	Chr	Start	End	Strand	Length
ENSG00000253386	chr14	107020363	107020586	-	224
ENSG00000253241	chr14	107022105	107022375	-	317
ENSG00000211966	chr14	107034729	107035033	-	410
ENSG00000254167	chr14	107039493	107039794	-	302
ENSG00000253941	chr14	107040702	107040960	-	259
ENSG00000253545	chr14	107042360	107042666	-	353
ENSG00000211967	chr14	107048672	107048973	-	569
ENSG00000253714	chr14	107055682	107055936	-	255
ENSG00000253689	chr14	107057358	107057656	-	346
ENSG00000254395	chr14	107062111	107062432	-	368
ENSG00000253131	chr14	107065772	107066076	-	351
ENSG00000253759	chr14	107074907	107075186	-	280
ENSG00000211968	chr14	107078373	107078677	-	412
ENSG00000224373	chr14	107081806	107082728	-	1432
ENSG00000253742	chr14	107087202	107087509	-	354
ENSG00000199480	chr14	107092677	107092791	+	115
ENSG00000254329	chr14	107093723	107093978	-	256
ENSG00000211970	chr14	107095126	107095433	-	455
ENSG00000253132	chr14	107099145	107099439	-	340
ENSG00000253747	chr14	107106555	107106789	-	235
ENSG00000253936	chr14	107108252	107108546	-	341
ENSG00000223648	chr14	107113741	107114045	-	431
ENSG00000253209	chr14	107122108	107122406	-	341
ENSG00000253169	chr14	107127813	107128060	-	248
ENSG00000211972	chr14	107131033	107131334	-	427
ENSG00000253274	chr14	107136620	107136930	-	357
ENSG00000223506	chr14	107139412	107140367	-	956
ENSG00000253820	chr14	107142534	107142579	-	46
ENSG00000254036	chr14	107143130	107143217	-	88
ENSG00000253635	chr14	107148674	107148905	-	232
ENSG00000254052	chr14	107151119	107151414	-	296
ENSG00000253703	chr14	107159869	107160163	-	295
ENSG00000211973	chr14	107169931	107170235	-	412
ENSG00000211974	chr14	107178820	107179130	-	433
ENSG00000254056	chr14	107183396	107183708	-	359
ENSG00000225698	chr14	107198932	107199242	-	437
ENSG00000211976	chr14	107210932	107211242	-	437
ENSG00000224650	chr14	107218676	107218980	-	587
ENSG00000254134	chr14	107229405	107229645	-	241
ENSG00000254176	chr14	107231917	107232229	-	358
ENSG00000253247	chr14	107236097	107236391	-	295
ENSG00000253310	chr14	107239994	107240279	-	286
ENSG00000265929	chr14	107259100	107259214	-	115
ENSG00000211978	chr14	107259338	107259632	-	295
ENSG00000253674	chr14	107273842	107274110	-	269
ENSG00000254284	chr14	107275873	107276167	-	340
ENSG00000253128	chr14	107281000	107281252	-	253
ENSG00000211979	chr14	107282792	107283096	-	405
ENSG00000253303	chr14	107287770	107288019	-	250
ENSG00000215567	chr15	20083769	20083921	+	825
ENSG00000201241	chr15	20088867	20088969	+	103
ENSG00000258463	chr15	20104587	20104812	+	226
ENSG00000188403	chr15	20169919	20170225	-	353
ENSG00000258706	chr15	20172667	20173605	-	939
ENSG00000259337	chr15	20178035	20178341	-	353
ENSG00000259490	chr15	20192909	20193221	-	359
ENSG00000270961	chr15	20209093	20209115	-	23
ENSG00000271317	chr15	20210050	20210068	-	19
ENSG00000270783	chr15	20211158	20211188	-	31
ENSG00000271197	chr15	20213655	20213685	-	31
ENSG00000271336	chr15	20216406	20216422	-	17
ENSG00000259769	chr15	20251549	20253247	-	1699
ENSG00000258397	chr15	20278952	20279587	-	636
ENSG00000239471	chr15	20300988	20301282	-	295
ENSG00000258410	chr15	20333998	20334056	-	572
ENSG00000258780	chr15	20359029	20359103	+	1141
ENSG00000258628	chr15	20433873	20434130	-	2512
ENSG00000259156	chr15	20487997	20488227	+	945
ENSG00000258654	chr15	20549989	20550232	+	1577
ENSG00000239083	chr15	20557339	20557434	-	96
ENSG00000265002	chr15	20563361	20563434	+	74
ENSG00000180229	chr15	20587869	20588345	-	6292
ENSG00000258488	chr15	20721492	20721694	+	735
ENSG00000215405	chr15	20737094	20738840	-	4091
ENSG00000258797	chr15	20750883	20750935	-	670
ENSG00000181984	chr15	20767700	20767845	+	5295
ENSG00000242443	chr15	20776218	20776496	+	279
ENSG00000221354	chr15	20777370	20777452	+	83
ENSG00000258916	chr15	20798818	20802660	-	4965
ENSG00000258707	chr15	20832122	20832668	-	547
ENSG00000270685	chr15	20844768	20845049	-	343
ENSG00000258590	chr15	20862967	20863072	-	3689
ENSG00000260409	chr15	20935076	20936423	-	1602
ENSG00000238478	chr15	20944008	20944114	+	107
ENSG00000259383	chr15	20964640	20965236	-	748
ENSG00000259443	chr15	20978413	20978929	+	1074
ENSG00000258420	chr15	20980793	20981327	-	535
ENSG00000268343	chr15	21004687	21005367	+	681
ENSG00000259089	chr15	21018628	21019096	+	761
ENSG00000259214	chr15	21031783	21031969	-	187
ENSG00000265322	chr15	21038124	21038198	+	75
ENSG00000230031	chr15	21040701	21040932	-	1687
ENSG00000238489	chr15	21060580	21060686	-	107
ENSG00000261048	chr15	21095535	21095935	-	401
ENSG00000261554	chr15	21098712	21099309	-	598
ENSG00000258799	chr15	21106770	21106938	-	169
ENSG00000270831	chr15	21122015	21122126	-	2645
ENSG00000266545	chr15	21145581	21145662	+	82
ENSG00000258710	chr15	21145767	21146095	+	4054
ENSG00000258855	chr15	21166004	21166910	+	907
ENSG00000258494	chr15	21174611	21175544	-	934
ENSG00000270824	chr15	21215823	21215845	-	23
ENSG00000270451	chr15	21216780	21216798	-	19
ENSG00000271255	chr15	21217888	21217918	-	31
ENSG00000271305	chr15	21220377	21220407	-	31
ENSG00000270185	chr15	21223129	21223145	-	17
ENSG00000259698	chr15	21224717	21224882	+	410
ENSG00000259025	chr15	21258333	21260031	-	1699
ENSG00000258771	chr15	21286141	21286776	-	636
ENSG00000243059	chr15	21308174	21308467	-	294
ENSG00000260986	chr15	21333027	21333320	-	510
ENSG00000258684	chr15	21365634	21365708	+	1147
ENSG00000258883	chr15	21893090	21893206	-	382
ENSG00000237161	chr15	21936560	21938111	-	1552
ENSG00000247765	chr15	21941147	21943053	-	2161
ENSG00000207289	chr15	21950659	21950765	+	107
ENSG00000258415	chr15	21987458	21987995	-	538
ENSG00000268531	chr15	22011370	22012050	+	681
ENSG00000258712	chr15	22015703	22016791	-	1089
ENSG00000258767	chr15	22025293	22025752	+	460
ENSG00000258848	chr15	22026731	22026974	+	244
ENSG00000265793	chr15	22049274	22049348	+	75
ENSG00000233917	chr15	22051853	22052084	-	2281
ENSG00000200790	chr15	22071734	22071840	-	107
ENSG00000258585	chr15	22117083	22118114	-	1032
ENSG00000258997	chr15	22133181	22133286	-	2505
ENSG00000264902	chr15	22156766	22156847	+	82
ENSG00000258786	chr15	22185845	22186733	-	889
ENSG00000261841	chr15	22195622	22195675	+	527
ENSG00000261406	chr15	22268269	22269196	-	928
ENSG00000259176	chr15	22278010	22278341	+	4900
ENSG00000258721	chr15	22297499	22298480	-	982
ENSG00000259324	chr15	22318882	22319785	-	904
ENSG00000258652	chr15	22332815	22333350	+	536
ENSG00000261277	chr15	22344660	22345900	+	1241
ENSG00000238960	chr15	22348678	22348778	-	101
ENSG00000182974	chr15	22368478	22369561	+	1084
ENSG00000183706	chr15	22382382	22383507	+	1126
ENSG00000259435	chr15	22413569	22414386	+	818
ENSG00000260739	chr15	22433890	22434360	-	545
ENSG00000223877	chr15	22440227	22440848	-	622
ENSG00000270505	chr15	22448382	22448688	-	353
ENSG00000269182	chr15	22456895	22456919	+	33
ENSG00000271288	chr15	22466058	22466362	-	351
ENSG00000259261	chr15	22472918	22473224	-	353
ENSG00000270356	chr15	22482836	22483140	-	348
ENSG00000271507	chr15	22490343	22490685	-	343
ENSG00000221641	chr15	22513229	22513280	-	52
ENSG00000259098	chr15	22546089	22546799	+	711
ENSG00000258732	chr15	22566922	22567225	+	378
ENSG00000259501	chr15	22646603	22646856	+	699
ENSG00000263930	chr15	22675148	22675241	-	94
ENSG00000259689	chr15	22691016	22693200	-	2185
ENSG00000185182	chr15	22704721	22705500	-	2837
ENSG00000221000	chr15	22705928	22706010	-	83
ENSG00000241034	chr15	22706884	22707162	-	279
ENSG00000197414	chr15	22736246	22736534	+	3822
ENSG00000259596	chr15	22747313	22747354	-	507
ENSG00000259184	chr15	22751742	22751810	-	211
ENSG00000259400	chr15	22777713	22777782	-	747
ENSG00000153575	chr15	22833395	22833670	+	5940
ENSG00000068793	chr15	22892005	22892059	+	10435
ENSG00000140157	chr15	23004684	23006855	-	3505
ENSG00000170113	chr15	23043277	23049340	-	8700
ENSG00000259344	chr15	23095170	23095301	-	797
ENSG00000259425	chr15	23096869	23097093	+	4410
ENSG00000270628	chr15	23116383	23116597	+	254
ENSG00000259480	chr15	23128188	23128502	-	1283
ENSG00000230856	chr15	23157871	23158157	-	287
ENSG00000259174	chr15	23181938	23182642	+	705
ENSG00000187667	chr15	23187728	23189424	-	6424
ENSG00000153666	chr15	23255242	23255387	+	5865
ENSG00000244736	chr15	23263708	23263986	+	279
ENSG00000239124	chr15	23264866	23264948	+	83
ENSG00000140181	chr15	23282281	23283416	-	7673
ENSG00000259414	chr15	23388289	23388489	+	726
ENSG00000259455	chr15	23405069	23405614	-	3202
ENSG00000259233	chr15	23417958	23418024	-	763
ENSG00000175676	chr15	23435096	23435241	+	5255
ENSG00000242962	chr15	23443616	23443894	+	279
ENSG00000238347	chr15	23444768	23444850	+	83
ENSG00000259325	chr15	23466152	23470046	-	4214
ENSG00000259401	chr15	23499526	23501360	-	1835
ENSG00000259145	chr15	23572032	23572573	-	1708
ENSG00000260399	chr15	23583132	23583204	-	682
ENSG00000261739	chr15	23599895	23600040	+	4349
ENSG00000242502	chr15	23608428	23608706	+	279
ENSG00000238737	chr15	23609591	23609673	+	83
ENSG00000261418	chr15	23675986	23676188	+	736
ENSG00000174450	chr15	23684645	23686829	-	3030
ENSG00000265673	chr15	23807209	23807278	-	70
ENSG00000179455	chr15	23810454	23813164	+	3941
ENSG00000260978	chr15	23812411	23812615	-	566
ENSG00000254585	chr15	23888691	23891175	-	2485
ENSG00000179449	chr15	23888695	23890702	-	2284
ENSG00000182636	chr15	23930565	23932450	-	1886
ENSG00000206616	chr15	24022584	24022690	-	107
ENSG00000261622	chr15	24157556	24157678	+	591
ENSG00000260232	chr15	24220319	24220402	+	420
ENSG00000260551	chr15	24407901	24408429	-	4824
ENSG00000260780	chr15	24451931	24452040	+	556
ENSG00000261621	chr15	24480225	24480306	+	865
ENSG00000260959	chr15	24483292	24483513	-	472
ENSG00000261598	chr15	24544896	24544916	+	415
ENSG00000260760	chr15	24686274	24686347	+	849
ENSG00000259905	chr15	24738284	24738475	+	4833
ENSG00000185823	chr15	24920541	24928593	+	8053
ENSG00000128739	chr15	25068794	25068997	+	3488
ENSG00000238615	chr15	25138894	25138995	+	102
ENSG00000241061	chr15	25154076	25154972	-	897
ENSG00000242088	chr15	25156021	25156272	-	252
ENSG00000273173	chr15	25200133	25200209	+	1689
ENSG00000214265	chr15	25200181	25200209	+	1590
ENSG00000224078	chr15	25223730	25224789	+	32477
ENSG00000270704	chr15	25230011	25230320	+	310
ENSG00000239014	chr15	25232072	25232142	+	71
ENSG00000271347	chr15	25236633	25236900	+	268
ENSG00000272846	chr15	25264182	25264295	+	552
ENSG00000257647	chr15	25272883	25273079	-	427
ENSG00000257151	chr15	25277020	25281637	+	4618
ENSG00000270246	chr15	25287065	25287575	+	511
ENSG00000207063	chr15	25296624	25296718	+	95
ENSG00000207001	chr15	25299357	25299451	+	95
ENSG00000207014	chr15	25302007	25302101	+	95
ENSG00000207191	chr15	25307480	25307574	+	95
ENSG00000207442	chr15	25310173	25310268	+	96
ENSG00000207133	chr15	25312935	25313029	+	95
ENSG00000207093	chr15	25315579	25315673	+	95
ENSG00000206727	chr15	25318254	25318348	+	95
ENSG00000200661	chr15	25319261	25319362	+	102
ENSG00000206609	chr15	25321076	25321167	+	92
ENSG00000207197	chr15	25322198	25322289	+	92
ENSG00000207137	chr15	25324205	25324296	+	92
ENSG00000206621	chr15	25325289	25325380	+	92
ENSG00000207174	chr15	25326434	25326525	+	92
ENSG00000207263	chr15	25327915	25328006	+	92
ENSG00000206656	chr15	25328735	25328826	+	92
ENSG00000206688	chr15	25330532	25330623	+	92
ENSG00000207460	chr15	25331674	25331765	+	92
ENSG00000261069	chr15	25332808	25334043	+	1236
ENSG00000207375	chr15	25336933	25337024	+	92
ENSG00000207279	chr15	25339184	25339275	+	92
ENSG00000252326	chr15	25342810	25342901	+	92
ENSG00000251815	chr15	25344646	25344741	+	96
ENSG00000251896	chr15	25346722	25346813	+	92
ENSG00000207245	chr15	25351668	25351750	+	83
ENSG00000252277	chr15	25353415	25353499	+	85
ENSG00000270523	chr15	25376125	25376484	+	360
ENSG00000212428	chr15	25404368	25404426	+	59
ENSG00000270814	chr15	25414484	25414823	-	340
ENSG00000201831	chr15	25415870	25415951	+	82
ENSG00000199712	chr15	25417782	25417863	+	82
ENSG00000199970	chr15	25420074	25420155	+	82
ENSG00000200680	chr15	25421979	25422060	+	82
ENSG00000200503	chr15	25423885	25423966	+	82
ENSG00000200812	chr15	25425644	25425725	+	82
ENSG00000200726	chr15	25429453	25429534	+	82
ENSG00000199782	chr15	25430778	25430859	+	82
ENSG00000201943	chr15	25432683	25432763	+	81
ENSG00000200486	chr15	25434561	25434642	+	82
ENSG00000199453	chr15	25436563	25436644	+	82
ENSG00000199960	chr15	25440068	25440148	+	81
ENSG00000201679	chr15	25442723	25442803	+	81
ENSG00000200757	chr15	25444595	25444676	+	82
ENSG00000201482	chr15	25446470	25446551	+	82
ENSG00000200163	chr15	25448374	25448455	+	82
ENSG00000199968	chr15	25449504	25449585	+	82
ENSG00000201969	chr15	25451409	25451490	+	82
ENSG00000199833	chr15	25453230	25453310	+	81
ENSG00000201326	chr15	25455065	25455146	+	82
ENSG00000201331	chr15	25456943	25457024	+	82
ENSG00000200398	chr15	25458795	25458876	+	82
ENSG00000199489	chr15	25460688	25460769	+	82
ENSG00000201300	chr15	25465644	25465725	+	82
ENSG00000200801	chr15	25467495	25467575	+	81
ENSG00000199704	chr15	25468393	25468474	+	82
ENSG00000200987	chr15	25470350	25470431	+	82
ENSG00000202188	chr15	25472256	25472337	+	82
ENSG00000200949	chr15	25474114	25474195	+	82
ENSG00000200593	chr15	25475985	25476066	+	82
ENSG00000199311	chr15	25477534	25477615	+	82
ENSG00000201992	chr15	25479394	25479475	+	82
ENSG00000202499	chr15	25481232	25481313	+	82
ENSG00000200638	chr15	25483133	25483214	+	82
ENSG00000201907	chr15	25484985	25485066	+	82
ENSG00000200564	chr15	25486893	25486974	+	82
ENSG00000272460	chr15	25488761	25488842	+	82
ENSG00000200478	chr15	25490625	25490706	+	82
ENSG00000201143	chr15	25492492	25492573	+	82
ENSG00000202373	chr15	25494345	25494426	+	82
ENSG00000202261	chr15	25496006	25496087	+	82
ENSG00000212380	chr15	25509657	25509737	+	81
ENSG00000212528	chr15	25513613	25513698	+	86
ENSG00000201634	chr15	25514930	25515005	+	76
ENSG00000239169	chr15	25523490	25523556	+	67
ENSG00000114062	chr15	25582381	25584404	-	5812
ENSG00000261529	chr15	25590780	25592382	-	1603
ENSG00000235731	chr15	25729978	25731985	-	2491
ENSG00000223628	chr15	25826116	25826269	+	154
ENSG00000206190	chr15	25922420	25925121	-	8406
ENSG00000222123	chr15	25983655	25983767	+	113
ENSG00000199214	chr15	26063130	26063217	+	88
ENSG00000266517	chr15	26093894	26093972	-	79
ENSG00000259011	chr15	26110442	26110666	+	729
ENSG00000206187	chr15	26147507	26147713	+	2355
ENSG00000258965	chr15	26173293	26173722	-	430
ENSG00000212604	chr15	26254087	26254221	-	135
ENSG00000258931	chr15	26295685	26295941	-	877
ENSG00000259150	chr15	26360960	26361169	+	1994
ENSG00000235160	chr15	26640219	26640391	+	949
ENSG00000166206	chr15	26788693	26793281	-	8993
ENSG00000235518	chr15	26902177	26902451	-	595
ENSG00000242793	chr15	27096279	27096757	-	479
ENSG00000186297	chr15	27111510	27112258	+	4154
ENSG00000259122	chr15	27210064	27210513	+	617
ENSG00000182256	chr15	27216429	27216735	+	3830
ENSG00000228740	chr15	27402762	27403302	-	970
ENSG00000214254	chr15	27453236	27453782	-	547
ENSG00000200326	chr15	27525465	27525583	-	119
ENSG00000258624	chr15	27585671	27585951	+	281
ENSG00000261426	chr15	27607456	27611544	+	4089
ENSG00000258970	chr15	27663942	27664267	-	380
ENSG00000259152	chr15	27667527	27667579	+	318
ENSG00000259168	chr15	27728181	27728442	-	1362
ENSG00000258594	chr15	27866680	27866823	+	336
ENSG00000258853	chr15	27929644	27929716	-	209
ENSG00000104044	chr15	28000021	28000618	-	3355
ENSG00000232394	chr15	28020767	28020842	+	418
ENSG00000228992	chr15	28140850	28141728	+	879
ENSG00000128731	chr15	28356186	28357181	-	20027
ENSG00000256338	chr15	28560798	28561102	+	305
ENSG00000261401	chr15	28577383	28577576	+	716
ENSG00000261561	chr15	28591636	28591793	+	158
ENSG00000237850	chr15	28594197	28594740	-	3100
ENSG00000261497	chr15	28607942	28608086	-	620
ENSG00000153684	chr15	28623767	28623955	+	5739
ENSG00000241273	chr15	28632351	28632629	+	279
ENSG00000221050	chr15	28633515	28633597	+	83
ENSG00000261524	chr15	28648014	28650179	+	2166
ENSG00000266039	chr15	28671637	28671730	+	94
ENSG00000260159	chr15	28699806	28700214	-	760
ENSG00000261365	chr15	28718468	28718594	-	127
ENSG00000263964	chr15	28735898	28735991	-	94
ENSG00000260053	chr15	28751771	28753954	-	2184
ENSG00000183629	chr15	28764757	28767903	-	6529
ENSG00000238607	chr15	28768331	28768413	-	83
ENSG00000244424	chr15	28769299	28769577	-	279
ENSG00000261041	chr15	28791058	28791149	+	622
ENSG00000227717	chr15	28798718	28798912	+	2538
ENSG00000260444	chr15	28810132	28810298	-	167
ENSG00000261581	chr15	28820165	28820334	-	725
ENSG00000206149	chr15	28834638	28834694	+	8363
ENSG00000254398	chr15	28924551	28924777	-	546
ENSG00000188626	chr15	28947100	28947275	-	2901
ENSG00000238340	chr15	28947708	28947790	-	83
ENSG00000241075	chr15	28948669	28948947	-	279
ENSG00000261480	chr15	28964523	28964981	-	557
ENSG00000248334	chr15	28982729	28983331	+	4844
ENSG00000260844	chr15	29008586	29009297	-	712
ENSG00000232431	chr15	29033389	29033493	+	965
ENSG00000256951	chr15	29034345	29034632	+	288
ENSG00000261377	chr15	29034810	29035127	+	2452
ENSG00000271616	chr15	29075765	29075804	-	259
ENSG00000261649	chr15	29087381	29088586	-	2645
ENSG00000270301	chr15	29103028	29103544	-	517
ENSG00000034053	chr15	29129629	29129759	+	6869
ENSG00000259277	chr15	29262399	29262715	-	751
ENSG00000104059	chr15	29412457	29415858	-	5545
ENSG00000259299	chr15	29525877	29527341	-	1465
ENSG00000252868	chr15	29526072	29526183	+	112
ENSG00000185115	chr15	29560353	29562033	-	1681
ENSG00000259690	chr15	29665806	29669160	-	3355
ENSG00000259814	chr15	29901880	29903416	-	1537
ENSG00000259300	chr15	29904774	29905028	+	1232
ENSG00000256802	chr15	29967194	29967730	+	2736
ENSG00000104067	chr15	29991571	29993893	-	11340
ENSG00000259644	chr15	30020390	30021735	-	1346
ENSG00000234664	chr15	30022917	30023189	+	273
ENSG00000259523	chr15	30114834	30116284	+	1451
ENSG00000259749	chr15	30297408	30298013	+	754
ENSG00000259647	chr15	30297646	30297992	-	485
ENSG00000260174	chr15	30336658	30336756	+	673
ENSG00000229389	chr15	30345145	30345241	-	693
ENSG00000179938	chr15	30375158	30375303	+	3018
ENSG00000239955	chr15	30383854	30384132	+	279
ENSG00000221250	chr15	30385012	30385094	+	83
ENSG00000261792	chr15	30391029	30391089	-	474
ENSG00000178081	chr15	30395923	30396211	+	1487
ENSG00000207432	chr15	30404401	30404533	+	133
ENSG00000261247	chr15	30427352	30427399	+	2062
ENSG00000241167	chr15	30435925	30436203	+	279
ENSG00000221785	chr15	30437080	30437162	+	83
ENSG00000260897	chr15	30443075	30443139	-	452
ENSG00000261747	chr15	30446113	30446313	-	201
ENSG00000259906	chr15	30462766	30462831	-	1198
ENSG00000225930	chr15	30488239	30488317	+	4269
ENSG00000259993	chr15	30515220	30517767	+	2548
ENSG00000206972	chr15	30546605	30546711	-	107
ENSG00000270955	chr15	30574736	30575165	+	2098
ENSG00000238783	chr15	30647639	30647743	+	105
ENSG00000270173	chr15	30649969	30650976	-	1008
ENSG00000166664	chr15	30653443	30655014	-	3363
ENSG00000263070	chr15	30672556	30672602	-	389
ENSG00000238519	chr15	30677162	30677294	-	133
ENSG00000186399	chr15	30695943	30696118	-	2159
ENSG00000221723	chr15	30696552	30696634	-	83
ENSG00000240221	chr15	30697514	30697792	-	279
ENSG00000271333	chr15	30712486	30712632	-	147
ENSG00000215302	chr15	30762982	30763629	+	2331
ENSG00000270055	chr15	30780166	30782516	+	2351
ENSG00000260784	chr15	30808282	30808343	+	1156
ENSG00000260693	chr15	30832296	30832742	+	701
ENSG00000178115	chr15	30844183	30844328	+	2235
ENSG00000239898	chr15	30852855	30853133	+	279
ENSG00000221593	chr15	30854013	30854095	+	83
ENSG00000259890	chr15	30860025	30860091	-	508
ENSG00000260128	chr15	30864941	30865219	+	1631
ENSG00000207430	chr15	30873387	30873519	+	133
ENSG00000261794	chr15	30896329	30896376	+	1899
ENSG00000270016	chr15	30899898	30900396	-	499
ENSG00000243928	chr15	30904916	30905194	+	279
ENSG00000221358	chr15	30906074	30906156	+	83
ENSG00000269930	chr15	30909161	30909952	+	792
ENSG00000247728	chr15	30909201	30909447	-	970
ENSG00000187951	chr15	30916697	30916815	+	9184
ENSG00000252602	chr15	30935128	30935255	+	128
ENSG00000269974	chr15	30941000	30941732	+	733
ENSG00000206846	chr15	30965953	30966046	+	94
ENSG00000103832	chr15	31083776	31083824	+	1755
ENSG00000241266	chr15	31092352	31092630	+	279
ENSG00000221379	chr15	31093509	31093591	+	83
ENSG00000259845	chr15	31107474	31107653	+	2393
ENSG00000260382	chr15	31174470	31175434	-	965
ENSG00000261628	chr15	31191683	31191839	+	330
ENSG00000198690	chr15	31196055	31196227	+	6194
ENSG00000270015	chr15	31218717	31220610	+	1894
ENSG00000166912	chr15	31231144	31235275	-	8817
ENSG00000212526	chr15	31248451	31248553	-	103
ENSG00000134160	chr15	31293264	31295273	-	7454
ENSG00000259720	chr15	31294216	31294233	+	658
ENSG00000207702	chr15	31357235	31357344	-	110
ENSG00000259448	chr15	31508223	31508240	+	1901
ENSG00000259772	chr15	31514202	31514501	-	1563
ENSG00000169926	chr15	31619058	31619992	+	8590
ENSG00000259179	chr15	31712331	31712865	+	535
ENSG00000259696	chr15	31745404	31746342	-	939
ENSG00000169918	chr15	31775329	31776927	-	6624
ENSG00000259358	chr15	32057946	32060404	-	2459
ENSG00000206849	chr15	32220506	32220637	+	132
ENSG00000175344	chr15	32322691	32322939	+	5766
ENSG00000201084	chr15	32467448	32467552	-	105
ENSG00000271078	chr15	32542503	32542755	-	2059
ENSG00000207257	chr15	32576353	32576459	+	107
ENSG00000260211	chr15	32605327	32607855	-	2529
ENSG00000260642	chr15	32651739	32651859	+	251
ENSG00000261491	chr15	32677138	32677289	+	696
ENSG00000249931	chr15	32684983	32685158	-	1894
ENSG00000221444	chr15	32685591	32685673	-	83
ENSG00000241459	chr15	32686547	32686825	-	279
ENSG00000215304	chr15	32691157	32691186	-	1097
ENSG00000233812	chr15	32694108	32695493	-	1386
ENSG00000261279	chr15	32698798	32699418	-	1687
ENSG00000206987	chr15	32718489	32718621	-	133
ENSG00000261708	chr15	32728704	32728877	+	544
ENSG00000206127	chr15	32737307	32737482	-	2331
ENSG00000221318	chr15	32737916	32737998	-	83
ENSG00000243088	chr15	32738879	32739157	-	279
ENSG00000270789	chr15	32753867	32754010	-	144
ENSG00000268759	chr15	32774822	32780287	+	5466
ENSG00000261375	chr15	32781468	32781665	-	1262
ENSG00000254912	chr15	32786204	32786285	-	1226
ENSG00000223509	chr15	32812049	32812412	-	2846
ENSG00000261064	chr15	32828248	32828350	+	909
ENSG00000232653	chr15	32885657	32885802	+	3196
ENSG00000234038	chr15	32885854	32885925	+	525
ENSG00000180987	chr15	32890499	32890744	-	504
ENSG00000242480	chr15	32894330	32894608	+	279
ENSG00000221405	chr15	32895488	32895570	+	83
ENSG00000262728	chr15	32898619	32898860	-	966
ENSG00000244952	chr15	32905934	32906199	+	732
ENSG00000198826	chr15	32907345	32907454	+	6428
ENSG00000166922	chr15	32933877	32933979	+	2192
ENSG00000241818	chr15	32948285	32948479	-	750
ENSG00000259721	chr15	33009471	33011208	-	1738
ENSG00000166923	chr15	33010175	33010362	+	4168
ENSG00000248905	chr15	33057747	33066555	-	20046
ENSG00000259392	chr15	33129184	33129527	-	344
ENSG00000238342	chr15	33187401	33187502	+	102
ENSG00000212415	chr15	33262928	33262992	+	65
ENSG00000259686	chr15	33304320	33305269	+	950
ENSG00000215296	chr15	33527753	33529199	-	3036
ENSG00000259446	chr15	33595858	33596139	-	561
ENSG00000198838	chr15	33603163	33603297	+	16041
ENSG00000200008	chr15	34014693	34014797	+	105
ENSG00000259408	chr15	34147101	34147146	-	543
ENSG00000259287	chr15	34150918	34151295	-	447
ENSG00000169857	chr15	34158428	34158929	-	1808
ENSG00000184984	chr15	34260921	34261351	+	3450
ENSG00000259505	chr15	34282887	34283566	+	1203
ENSG00000134153	chr15	34376218	34376687	-	1538
ENSG00000243094	chr15	34378112	34378515	-	404
ENSG00000182405	chr15	34394274	34396591	+	2318
ENSG00000134152	chr15	34432875	34434572	-	7311
ENSG00000128463	chr15	34517200	34517401	+	4459
ENSG00000140199	chr15	34525460	34526173	-	6799
ENSG00000259468	chr15	34547487	34547612	+	387
ENSG00000207091	chr15	34606929	34607029	+	101
ENSG00000182117	chr15	34633917	34634309	-	551
ENSG00000184507	chr15	34635516	34635903	+	4188
ENSG00000176454	chr15	34651106	34651503	-	3781
ENSG00000259904	chr15	34665742	34666804	-	1063
ENSG00000266205	chr15	34665990	34666072	-	83
ENSG00000175265	chr15	34671269	34673814	-	7908
ENSG00000221649	chr15	34674270	34674351	-	82
ENSG00000260639	chr15	34686795	34687132	+	338
ENSG00000261081	chr15	34701826	34702795	+	970
ENSG00000259917	chr15	34781203	34782772	-	1570
ENSG00000261559	chr15	34786621	34788101	+	1481
ENSG00000215252	chr15	34817408	34820035	-	7725
ENSG00000221065	chr15	34820491	34820572	-	82
ENSG00000259892	chr15	34848071	34849021	+	951
ENSG00000252425	chr15	34889659	34889759	-	101
ENSG00000261304	chr15	34943336	34943463	-	487
ENSG00000159248	chr15	35043233	35045573	-	2889
ENSG00000250007	chr15	35047285	35047422	+	3094
ENSG00000159251	chr15	35080297	35082756	-	4639
ENSG00000259751	chr15	35141338	35142596	-	1259
ENSG00000021776	chr15	35147732	35149307	-	9779
ENSG00000231409	chr15	35235281	35235595	+	315
ENSG00000198146	chr15	35270542	35275691	-	5439
ENSG00000212768	chr15	35270552	35272268	+	1717
ENSG00000259181	chr15	35285847	35286223	+	473
ENSG00000259587	chr15	35300670	35300699	+	477
ENSG00000259665	chr15	35373345	35373714	+	370
ENSG00000255192	chr15	35376394	35377311	-	918
ENSG00000259397	chr15	35384682	35385413	+	732
ENSG00000259336	chr15	35391223	35392490	-	1342
ENSG00000259592	chr15	35413774	35414285	-	512
ENSG00000259516	chr15	35474000	35474025	+	1074
ENSG00000134146	chr15	35509546	35512783	-	8066
ENSG00000259710	chr15	35574797	35575181	+	385
ENSG00000259585	chr15	35590450	35591641	-	1192
ENSG00000265102	chr15	35664457	35664565	-	109
ENSG00000259688	chr15	35688422	35688645	+	224
ENSG00000259411	chr15	35692892	35693969	+	1078
ENSG00000248079	chr15	35838396	35838674	+	1531
ENSG00000259217	chr15	36067001	36067190	+	190
ENSG00000265098	chr15	36219057	36219124	+	68
ENSG00000259639	chr15	36231368	36231916	-	1294
ENSG00000259245	chr15	36338283	36338486	+	632
ENSG00000259395	chr15	36633940	36636367	+	2428
ENSG00000259737	chr15	36731173	36733895	-	3666
